start_date,bike_nr,Occupancy-of-Bikes,Occupancy-Users
2012 May 30,2158.0,0.07724799541809851,0.16933458882611424
2012 May 31,2425.0,0.08680555555555555,0.1902856246076585
2012 November 01,2804.0,0.10037227949599084,0.22002510985561832
2012 November 02,2427.0,0.08687714776632302,0.19044256120527306
2012 November 03,2390.0,0.08555269186712486,0.18753923414940363
2012 November 04,1938.0,0.06937285223367698,0.15207156308851225
2012 November 05,2321.0,0.08308276059564719,0.1821249215317012
2012 November 06,2175.0,0.077856529209622,0.17066854990583805
2012 November 07,1166.0,0.04173825887743413,0.09149403640929064
2012 November 08,810.0,0.028994845360824743,0.0635593220338983
2012 November 09,2223.0,0.07957474226804123,0.17443502824858756
2012 November 10,2265.0,0.08107817869415808,0.1777306967984934
2012 November 11,2296.0,0.08218785796105384,0.18016321406151914
2012 November 12,2614.0,0.09357101947308133,0.20511613308223478
2012 November 13,1206.0,0.043170103092783504,0.09463276836158192
2012 November 14,2149.0,0.0769258304696449,0.16862837413684872
2012 November 15,1972.0,0.07058991981672394,0.15473948524795983
2012 November 16,2193.0,0.07850085910652921,0.1720809792843691
2012 November 17,1737.0,0.06217783505154639,0.1362994350282486
2012 November 18,1546.0,0.05534077892325315,0.12131198995605776
2012 November 19,1824.0,0.06529209621993128,0.1431261770244821
2012 November 20,1912.0,0.06844215349369989,0.15003138731952292
2012 November 21,1567.0,0.05609249713631157,0.12295982423101068
2012 November 22,843.0,0.030176116838487973,0.0661487758945386
2012 November 23,1252.0,0.04481672394043528,0.09824231010671688
2012 November 24,760.0,0.02720504009163803,0.05963590709353421
2012 November 25,501.0,0.017933848797250858,0.03931261770244821
2012 November 26,1216.0,0.043528064146620846,0.09541745134965474
2012 November 27,754.0,0.026990263459335626,0.05916509730069052
2012 November 28,844.0,0.030211912943871707,0.06622724419334589
2012 October 01,3010.0,0.1077462772050401,0.2361895794099184
2012 October 02,2390.0,0.08555269186712486,0.18753923414940363
2012 October 03,2455.0,0.08787943871706758,0.19263967357187697
2012 October 04,2552.0,0.0913516609392898,0.2002510985561833
2012 October 05,3699.0,0.132409793814433,0.2902542372881356
2012 October 06,2790.0,0.09987113402061856,0.2189265536723164
2012 October 07,1974.0,0.07066151202749141,0.1548964218455744
2012 October 08,2394.0,0.0856958762886598,0.18785310734463276
2012 October 09,2643.0,0.09460910652920962,0.20739171374764595
2012 October 10,1698.0,0.060781786941580755,0.1332391713747646
2012 October 11,2934.0,0.10502577319587629,0.23022598870056496
2012 October 12,2411.0,0.08630441008018327,0.18918706842435656
2012 October 13,1952.0,0.06987399770904926,0.15317011927181418
2012 October 14,1451.0,0.0519401489117984,0.11385750156936597
2012 October 15,2978.0,0.10660080183276059,0.23367859384808537
2012 October 16,2801.0,0.10026489117983964,0.21978970495919647
2012 October 17,2750.0,0.09843928980526918,0.2157878217200251
2012 October 18,3085.0,0.11043098510882016,0.24207470182046453
2012 October 19,2298.0,0.0822594501718213,0.1803201506591337
2012 October 20,3512.0,0.12571592210767468,0.2755806654111739
2012 October 21,2692.0,0.0963631156930126,0.21123666038920277
2012 October 22,3008.0,0.10767468499427263,0.23603264281230382
2012 October 23,3138.0,0.11232817869415808,0.24623352165725046
2012 October 24,2872.0,0.10280641466208476,0.2253609541745135
2012 October 25,3037.0,0.10871277205040092,0.238308223477715
2012 October 26,3473.0,0.12431987399770905,0.2725204017576899
2012 October 27,2661.0,0.09525343642611683,0.208804143126177
2012 October 28,1165.0,0.0417024627720504,0.09141556811048336
2012 October 29,72.0,0.002577319587628866,0.005649717514124294
2012 October 30,896.0,0.032073310423825885,0.07030759573132454
2012 October 31,2568.0,0.09192439862542956,0.2015065913370998
2012 September 01,2834.0,0.10144616265750286,0.22237915881983678
2012 September 02,3055.0,0.10935710194730813,0.23972065285624608
2012 September 03,2881.0,0.10312857961053837,0.22606716886377903
2012 September 04,1559.0,0.0558061282932417,0.12233207784055242
2012 September 05,2169.0,0.07764175257731959,0.17019774011299435
2012 September 06,3178.0,0.11376002290950744,0.24937225360954174
2012 September 07,2945.0,0.10541953035509737,0.23108913998744507
2012 September 08,2395.0,0.08573167239404353,0.18793157564344004
2012 September 09,2548.0,0.09120847651775486,0.19993722536095418
2012 September 10,2865.0,0.10255584192439862,0.2248116760828625
2012 September 11,3389.0,0.12131300114547537,0.26592906465787824
2012 September 12,3408.0,0.12199312714776632,0.2674199623352166
2012 September 13,3508.0,0.12557273768613975,0.27526679221594474
2012 September 14,3678.0,0.13165807560137457,0.2886064030131827
2012 September 15,2951.0,0.10563430698739977,0.23155994978028877
2012 September 16,2899.0,0.1037729095074456,0.2274795982423101
2012 September 17,3192.0,0.11426116838487972,0.2504708097928437
2012 September 18,2750.0,0.09843928980526918,0.2157878217200251
2012 September 19,3165.0,0.1132946735395189,0.2483521657250471
2012 September 20,3192.0,0.11426116838487972,0.2504708097928437
2012 September 21,3186.0,0.11404639175257732,0.25
2012 September 22,2880.0,0.10309278350515463,0.22598870056497175
2012 September 23,2790.0,0.09987113402061856,0.2189265536723164
2012 September 24,3038.0,0.10874856815578465,0.23838669177652227
2012 September 25,3288.0,0.11769759450171821,0.2580037664783427
2012 September 26,3032.0,0.10853379152348225,0.2379158819836786
2012 September 27,3383.0,0.12109822451317297,0.26545825486503455
2012 September 28,1044.0,0.037371134020618556,0.08192090395480225
2012 September 29,1768.0,0.06328751431844215,0.13873195229127433
2012 September 30,1240.0,0.04438717067583047,0.0973006905210295
2013 April 02,851.0,0.030462485681557846,0.06677652228499686
2013 April 03,1150.0,0.04116552119129439,0.09023854362837413
2013 April 04,1601.0,0.05730956471935853,0.12562774639045826
2013 April 05,1884.0,0.06743986254295532,0.147834274952919
2013 April 06,1390.0,0.049756586483390604,0.10907093534212178
2013 April 07,1307.0,0.046785509736540665,0.10255806654111739
2013 April 08,2361.0,0.08451460481099657,0.18526365348399246
2013 April 09,2488.0,0.08906071019473082,0.19522912743251727
2013 April 10,2222.0,0.0795389461626575,0.17435655994978028
2013 April 11,2108.0,0.0754581901489118,0.16541117388575016
2013 April 12,938.0,0.033576746849942725,0.07360326428123039
2013 April 13,1979.0,0.07084049255441008,0.1552887633396108
2013 April 14,1869.0,0.06690292096219931,0.1466572504708098
2013 April 15,2749.0,0.09840349369988545,0.21570935342121783
2013 April 16,2449.0,0.08766466208476517,0.19216886377903328
2013 April 17,2982.0,0.10674398625429553,0.2339924670433145
2013 April 18,2864.0,0.10252004581901489,0.22473320778405526
2013 April 19,406.0,0.014533218785796106,0.031858129315756434
2013 April 20,2234.0,0.07996849942726231,0.17529817953546767
2013 April 21,2434.0,0.08712772050400916,0.19099183929692404
2013 April 22,2584.0,0.0924971363115693,0.20276208411801633
2013 April 23,1086.0,0.038874570446735396,0.0852165725047081
2013 April 24,2936.0,0.10509736540664376,0.23038292529817953
2013 April 25,2963.0,0.10606386025200458,0.23250156936597616
2013 April 26,3178.0,0.11376002290950744,0.24937225360954174
2013 April 27,3346.0,0.1197737686139748,0.2625549278091651
2013 April 28,3265.0,0.11687428407789233,0.25619899560577525
2013 April 29,3193.0,0.11429696449026346,0.25054927809165095
2013 April 30,3282.0,0.1174828178694158,0.2575329566854991
2013 August 01,5009.0,0.17930269186712486,0.39304770872567485
2013 August 02,4506.0,0.16129725085910654,0.3535781544256121
2013 August 03,4613.0,0.1651274341351661,0.3619742623979912
2013 August 04,4628.0,0.1656643757159221,0.36315128688010045
2013 August 05,5227.0,0.18710624284077892,0.41015379786566225
2013 August 06,5268.0,0.18857388316151202,0.4133709981167608
2013 August 07,5246.0,0.18778636884306987,0.41164469554300065
2013 August 08,4899.0,0.17536512027491408,0.3844161958568738
2013 August 09,1962.0,0.0702319587628866,0.153954802259887
2013 August 10,4665.0,0.16698883161512026,0.3660546139359699
2013 August 11,4523.0,0.16190578465063002,0.35491211550533586
2013 August 12,5235.0,0.1873926116838488,0.4107815442561205
2013 August 13,4827.0,0.17278780068728522,0.3787664783427495
2013 August 14,5466.0,0.1956615120274914,0.4289077212806026
2013 August 15,5435.0,0.19455183276059565,0.4264752040175769
2013 August 16,5425.0,0.1941938717067583,0.42569052102950405
2013 August 17,4596.0,0.1645189003436426,0.3606403013182674
2013 August 18,4251.0,0.15216924398625428,0.3335687382297552
2013 August 19,5218.0,0.18678407789232532,0.40944758317639673
2013 August 20,5203.0,0.1862471363115693,0.4082705586942875
2013 August 21,5185.0,0.1856028064146621,0.40685812931575643
2013 August 22,5053.0,0.18087772050400916,0.39650031387319523
2013 August 23,5095.0,0.182381156930126,0.39979598242310105
2013 August 24,4583.0,0.16405355097365407,0.35962021343377276
2013 August 25,4372.0,0.15650057273768614,0.3430634023854363
2013 August 26,4520.0,0.16179839633447882,0.354676710608914
2013 August 27,5129.0,0.18359822451317298,0.40246390458254866
2013 August 28,5448.0,0.1950171821305842,0.4274952919020716
2013 August 29,4370.0,0.15642898052691867,0.34290646578782175
2013 August 30,5094.0,0.18234536082474226,0.3997175141242938
2013 August 31,3560.0,0.12743413516609392,0.2793471437539234
2013 July 01,3907.0,0.13985538373424972,0.3065756434400502
2013 July 02,4356.0,0.1559278350515464,0.3418079096045198
2013 July 03,4687.0,0.16777634593356242,0.36778091650973005
2013 July 04,4129.0,0.14780211912943872,0.3239956057752668
2013 July 05,3649.0,0.13061998854524628,0.2863308223477715
2013 July 06,3437.0,0.12303121420389461,0.26969554300062776
2013 July 07,2825.0,0.10112399770904926,0.22167294413057126
2013 July 08,4462.0,0.1597222222222222,0.35012554927809164
2013 July 09,4853.0,0.1737184994272623,0.38080665411173886
2013 July 10,4419.0,0.15818298969072164,0.3467514124293785
2013 July 11,4460.0,0.15965063001145474,0.3499686126804771
2013 July 12,5216.0,0.18671248568155785,0.40929064657878217
2013 July 13,4239.0,0.15173969072164947,0.3326271186440678
2013 July 14,4053.0,0.14508161512027493,0.3180320150659134
2013 July 15,4675.0,0.1673467926689576,0.3668392969240427
2013 July 16,4870.0,0.1743270332187858,0.38214061519146264
2013 July 17,4882.0,0.1747565864833906,0.38308223477715003
2013 July 18,4711.0,0.16863545246277206,0.36966415568110483
2013 July 19,4279.0,0.15317153493699887,0.33576585059635905
2013 July 20,3517.0,0.12589490263459335,0.2759730069052103
2013 July 21,4175.0,0.1494487399770905,0.32760514752040176
